ID	Clean
3066	parseSpirometryData
10697	parseSpirometryData
40001	convertICD10Codes
40002	convertICD10Codes
40006	convertICD10Codes
41201	convertICD10Codes
41202	convertICD10Codes
41204	convertICD10Codes
41270	convertICD10Codes
